mp_identifier;mention_id;relation;description;pos;term_id;dep_rel;constituent_head
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;Veronica;name;t_271;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;commentaar;noun;t_272;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;bij;prep;t_274;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;UFC_evenement;noun;t_276;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;de;det;t_275;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;voor;prep;t_270;hd/mod;t_270
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;Veronica;name;t_271;constituent;t_270
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;bij;prep;t_274;hd/mod;t_274
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;UFC_evenement;noun;t_276;constituent;t_274
../output_newsreader_coreferenced/nrc//a3954551t_272;t_273;undergoer;de;det;t_275;constituent;t_274
../output_newsreader_coreferenced/nrc//a3954551t_271;t_271;label;Veronica;name;t_271;head;t_271
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;geven;verb;t_273;head;t_273
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;die;pron;t_269;hd/su;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;geven;verb;t_273;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;die;pron;t_269;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;voor;prep;t_270;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;Veronica;name;t_271;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;commentaar;noun;t_272;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;bij;prep;t_274;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;UFC_evenement;noun;t_276;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;de;det;t_275;constituent;t_269
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;bij;prep;t_274;hd/mod;t_274
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;UFC_evenement;noun;t_276;constituent;t_274
../output_newsreader_coreferenced/nrc//a3954551t_271;t_273;voor-rol;de;det;t_275;constituent;t_274
../output_newsreader_coreferenced/nrc//a3954551t_168;t_166;label;de;det;t_166;head;t_166
../output_newsreader_coreferenced/nrc//a3954551t_168;t_169;label;José;name;t_169;head;t_169
../output_newsreader_coreferenced/nrc//a3954551t_168;t_169;label;Aldo;name;t_170;constituent;t_169
../output_newsreader_coreferenced/nrc//a3954551t_168;t_168;label;kampioen;noun;t_168;head;t_168
../output_newsreader_coreferenced/nrc//a3954551t_168;t_167;property;Braziliaans;adj;t_167;head;t_167
../output_newsreader_coreferenced/nrc//a3954551t_168;t_177;undergoer;slaan;verb;t_177;head;t_177
../output_newsreader_coreferenced/nrc//a3954551t_168;t_177;undergoer;hij;pron;t_165;hd/su;t_165
../output_newsreader_coreferenced/nrc//a3954551t_165;t_165;label;hij;pron;t_165;head;t_165
../output_newsreader_coreferenced/nrc//a3954551t_165;t_162;label;hij;pron;t_162;head;t_162
../output_newsreader_coreferenced/nrc//a3954551t_165;t_151;label;de;det;t_151;head;t_151
../output_newsreader_coreferenced/nrc//a3954551t_165;t_152;label;competitie;noun;t_152;head;t_152
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;waarbinnen;pp;t_153;head;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;worden;verb;t_156;constituent;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;MMA_wedstrijd;noun;t_155;constituent;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;de;det;t_154;constituent;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;houden;verb;t_157;constituent;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_153;property;waarbinnen;pp;t_153;constituent;t_153
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;McGregor;verb;t_124;head;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;die;pron;t_126;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;bekend_maken;verb;t_132;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;besluit;noun;t_128;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;zijn;det;t_127;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;om;comp;t_129;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;te;comp;t_130;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;stoppen;verb;t_131;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;via;prep;t_133;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_136;property;Twitter;name;t_134;constituent;t_136
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;weten;verb;t_175;head;t_175
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;binnen;prep;t_171;hd/mod;t_171
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;seconde;noun;t_173;constituent;t_171
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;dertien;num;t_172;constituent;t_171
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;knock out;noun;t_174;constituent;t_171
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;te;comp;t_176;hd/vc;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;slaan;verb;t_177;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;hij;pron;t_165;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;kampioen;noun;t_168;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;de;det;t_166;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;Braziliaans;adj;t_167;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;José;name;t_169;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_175;agent;Aldo;name;t_170;constituent;t_176
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;slaan;verb;t_177;head;t_177
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;kampioen;noun;t_168;hd/obj1;t_168
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;de;det;t_166;constituent;t_168
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;Braziliaans;adj;t_167;constituent;t_168
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;José;name;t_169;constituent;t_168
../output_newsreader_coreferenced/nrc//a3954551t_165;t_177;agent;Aldo;name;t_170;constituent;t_168
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;winnen;verb;t_185;head;t_185
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;zo;adv;t_179;hd/mod;t_179
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;titel;noun;t_181;hd/obj1;t_181
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;de;det;t_180;constituent;t_181
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;in;prep;t_182;constituent;t_181
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;UFC_veder_gewicht;noun;t_184;constituent;t_181
../output_newsreader_coreferenced/nrc//a3954551t_165;t_185;agent;het;det;t_183;constituent;t_181
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;verwerven;verb;t_161;head;t_161
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;in;prep;t_159;hd/mod;t_159
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;2015;noun;t_160;constituent;t_159
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;faam;noun;t_163;hd/obj1;t_163
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;toen;comp;t_164;hd/mod;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;en;vg;t_178;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;weten;verb;t_175;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;hij;pron;t_165;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;binnen;prep;t_171;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;seconde;noun;t_173;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;dertien;num;t_172;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;knock out;noun;t_174;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;te;comp;t_176;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;slaan;verb;t_177;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;kampioen;noun;t_168;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;de;det;t_166;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;Braziliaans;adj;t_167;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;José;name;t_169;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;Aldo;name;t_170;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;winnen;verb;t_185;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;zo;adv;t_179;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;titel;noun;t_181;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;de;det;t_180;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;in;prep;t_182;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;UFC_veder_gewicht;noun;t_184;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_165;t_161;agent;het;det;t_183;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_163;label;faam;noun;t_163;head;t_163
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;verwerven;verb;t_161;head;t_161
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;in;prep;t_159;hd/mod;t_159
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;2015;noun;t_160;constituent;t_159
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;hij;pron;t_162;hd/su;t_162
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;toen;comp;t_164;hd/mod;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;en;vg;t_178;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;weten;verb;t_175;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;hij;pron;t_165;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;binnen;prep;t_171;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;seconde;noun;t_173;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;dertien;num;t_172;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;knock out;noun;t_174;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;te;comp;t_176;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;slaan;verb;t_177;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;kampioen;noun;t_168;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;de;det;t_166;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;Braziliaans;adj;t_167;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;José;name;t_169;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;Aldo;name;t_170;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;winnen;verb;t_185;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;zo;adv;t_179;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;titel;noun;t_181;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;de;det;t_180;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;in;prep;t_182;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;UFC_veder_gewicht;noun;t_184;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_163;t_161;undergoer;het;det;t_183;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_160;label;2015;noun;t_160;head;t_160
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;verwerven;verb;t_161;head;t_161
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;hij;pron;t_162;hd/su;t_162
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;toen;comp;t_164;hd/mod;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;en;vg;t_178;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;weten;verb;t_175;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;hij;pron;t_165;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;binnen;prep;t_171;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;seconde;noun;t_173;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;dertien;num;t_172;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;knock out;noun;t_174;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;te;comp;t_176;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;slaan;verb;t_177;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;kampioen;noun;t_168;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;de;det;t_166;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;Braziliaans;adj;t_167;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;José;name;t_169;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;Aldo;name;t_170;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;winnen;verb;t_185;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;zo;adv;t_179;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;titel;noun;t_181;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;de;det;t_180;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;in;prep;t_182;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;UFC_veder_gewicht;noun;t_184;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_160;t_161;in-rol;het;det;t_183;constituent;t_164
../output_newsreader_coreferenced/nrc//a3954551t_348;t_347;label;dat;det;t_347;head;t_347
../output_newsreader_coreferenced/nrc//a3954551t_348;t_348;label;titel_gevecht;noun;t_348;head;t_348
../output_newsreader_coreferenced/nrc//a3954551t_348;t_349;property;in;prep;t_349;head;t_349
../output_newsreader_coreferenced/nrc//a3954551t_348;t_349;property;Las;name;t_350;constituent;t_349
../output_newsreader_coreferenced/nrc//a3954551t_348;t_349;property;Vegas;name;t_351;constituent;t_349
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;ontstaan;verb;t_352;head;t_352
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;er;adv;t_353;hd/mod;t_353
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;chaos;noun;t_354;hd/su;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;binnen;prep;t_355;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;octagon;noun;t_357;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;de;det;t_356;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;ring;noun;t_361;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;de;det;t_359;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;acht_hoekig;adj;t_360;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;waarbinnen;pp;t_362;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;staan;verb;t_365;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;vechter;noun;t_364;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_348;t_352;na-rol;de;det;t_363;constituent;t_354
../output_newsreader_coreferenced/nrc//a3954551t_368;t_367;label;de;det;t_367;head;t_367
../output_newsreader_coreferenced/nrc//a3954551t_368;t_368;label;team;noun;t_368;head;t_368
../output_newsreader_coreferenced/nrc//a3954551t_368;t_369;property;van;prep;t_369;head;t_369
../output_newsreader_coreferenced/nrc//a3954551t_368;t_369;property;en;vg;t_371;constituent;t_369
../output_newsreader_coreferenced/nrc//a3954551t_368;t_369;property;McGregor;name;t_370;constituent;t_369
../output_newsreader_coreferenced/nrc//a3954551t_368;t_369;property;Chabib;name;t_372;constituent;t_369
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;gaan;verb;t_373;head;t_373
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;met;prep;t_374;hd/mod;t_374
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;elkaar;pron;t_375;constituent;t_374
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;op;prep;t_376;hd/pc;t_376
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;vuist;noun;t_378;constituent;t_376
../output_newsreader_coreferenced/nrc//a3954551t_368;t_373;agent;de;det;t_377;constituent;t_376
../output_newsreader_coreferenced/nrc//a3954551t_457;t_457;label;zondag_ochtend;noun;t_457;head;t_457
../output_newsreader_coreferenced/nrc//a3954551t_457;t_454;property;NRC;name;t_454;head;t_454
../output_newsreader_coreferenced/nrc//a3954551t_457;t_454;property;Sport;name;t_455;constituent;t_454
../output_newsreader_coreferenced/nrc//a3954551t_457;t_454;property;Elke;name;t_456;constituent;t_454
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;sport_verhaal;noun;t_460;head;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;de;det;t_458;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;goed;adj;t_459;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;uit;prep;t_461;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;en;vg;t_463;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;NRC;name;t_462;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;rest;noun;t_465;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;de;det;t_464;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;van;prep;t_466;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;wereld;noun;t_468;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_457;t_460;property;de;det;t_467;constituent;t_460
../output_newsreader_coreferenced/nrc//a3954551t_456;t_456;label;Elke;name;t_456;head;t_456
../output_newsreader_coreferenced/nrc//a3954551t_184;t_183;label;het;det;t_183;head;t_183
../output_newsreader_coreferenced/nrc//a3954551t_184;t_184;label;UFC_veder_gewicht;noun;t_184;head;t_184
../output_newsreader_coreferenced/nrc//a3954551t_184;t_181;in-rol;titel;noun;t_181;head;t_181
../output_newsreader_coreferenced/nrc//a3954551t_184;t_181;in-rol;de;det;t_180;hd/det;t_180
../output_newsreader_coreferenced/nrc//a3954551t_181;t_180;label;de;det;t_180;head;t_180
../output_newsreader_coreferenced/nrc//a3954551t_181;t_181;label;titel;noun;t_181;head;t_181
../output_newsreader_coreferenced/nrc//a3954551t_181;t_182;property;in;prep;t_182;head;t_182
../output_newsreader_coreferenced/nrc//a3954551t_181;t_182;property;UFC_veder_gewicht;noun;t_184;constituent;t_182
../output_newsreader_coreferenced/nrc//a3954551t_181;t_182;property;het;det;t_183;constituent;t_182
../output_newsreader_coreferenced/nrc//a3954551t_181;t_185;undergoer;winnen;verb;t_185;head;t_185
../output_newsreader_coreferenced/nrc//a3954551t_181;t_185;undergoer;hij;pron;t_165;hd/su;t_165
../output_newsreader_coreferenced/nrc//a3954551t_181;t_185;undergoer;zo;adv;t_179;hd/mod;t_179
